city,state,lat,lng
Mendon,MI,42.0089,-85.4544
Menominee,MI,45.122,-87.6234
Merrill,MI,43.4091,-84.3345
Mesick,MI,44.4043,-85.7171
Metamora,MI,42.9422,-83.2897
Michiana,MI,41.7637,-86.8113
Michigamme,MI,46.5334,-88.0627
Michigan Center,MI,42.2267,-84.323
Middletown,MI,42.9869,-84.1445
Middleville,MI,42.7137,-85.4692
Midland,MI,43.6241,-84.2319
Milan,MI,42.0816,-83.6853
Milford,MI,42.587,-83.6012
Millersburg,MI,45.3344,-84.0601
Millington,MI,43.2784,-83.5273
Minden City,MI,43.6715,-82.7757
Mio,MI,44.6605,-84.1418
Monroe,MI,41.9154,-83.385
Montague,MI,43.4128,-86.3636
Montgomery,MI,41.7775,-84.8064
Montrose,MI,43.1765,-83.8932
Morenci,MI,41.7226,-84.2169
Morley,MI,43.4908,-85.4456
Morrice,MI,42.8362,-84.1832
Mount Clemens,MI,42.5976,-82.882
Mount Morris,MI,43.1176,-83.6987
Mount Pleasant,MI,43.5966,-84.7759
Muir,MI,42.9973,-84.9359
Mulliken,MI,42.763,-84.8963
Munising,MI,46.4172,-86.6439
Muskegon,MI,43.2281,-86.2563
Muskegon Heights,MI,43.2024,-86.242
Napoleon,MI,42.1658,-84.2416
Nashville,MI,42.6032,-85.0941
Negaunee,MI,46.497,-87.5968
Nessen City,MI,44.5202,-85.8729
New Baltimore,MI,42.6903,-82.7398
New Buffalo,MI,41.7922,-86.7423
New Era,MI,43.5595,-86.3477
New Haven,MI,42.7306,-82.7953
New Lothrop,MI,43.1168,-83.9693
New Troy,MI,41.879,-86.5476
Newaygo,MI,43.4162,-85.8031
Newberry,MI,46.3538,-85.5098
Niles,MI,41.8346,-86.2473
North Adams,MI,41.9707,-84.5251
North Branch,MI,43.2291,-83.1903
North Muskegon,MI,43.2518,-86.2714
Northport,MI,45.1301,-85.6173
Northview,MI,43.0427,-85.6016
Northville,MI,42.4355,-83.489
Norton Shores,MI,43.1621,-86.2519
Norway,MI,45.8018,-87.9132
Norwood,MI,45.2239,-85.3791
Novi,MI,42.4786,-83.4893
Oak Hill,MI,44.2197,-86.3031
Oak Park,MI,42.4649,-83.1824
Oakley,MI,43.1435,-84.1684
Oden,MI,45.4251,-84.8257
Okemos,MI,42.7057,-84.4135
Olivet,MI,42.444,-84.9246
Omena,MI,45.0599,-85.5952
Omer,MI,44.0487,-83.8565
Onaway,MI,45.3589,-84.2274
Onekama,MI,44.3656,-86.202
Onsted,MI,42.0061,-84.1894
Ontonagon,MI,46.8665,-89.3122
Orchard Lake Village,MI,42.5859,-83.3756
Ortonville,MI,42.8511,-83.4427
Oscoda,MI,44.425,-83.3339
Ossineke,MI,44.9072,-83.4287
Otisville,MI,43.1661,-83.5247
Otsego,MI,42.4575,-85.6979
Otter Lake,MI,43.2138,-83.4596
Ovid,MI,43.0031,-84.3742
Owendale,MI,43.7273,-83.2671
Owosso,MI,42.9955,-84.176
Oxford,MI,42.8217,-83.2563
Palmer,MI,46.4436,-87.5817
Parchment,MI,42.3277,-85.5667
Parkdale,MI,44.272,-86.2805
Parma,MI,42.2633,-84.5793
Paw Paw,MI,42.2147,-85.8918
Paw Paw Lake,MI,42.2113,-86.2759
Pearl Beach,MI,42.626,-82.5942
Peck,MI,43.2588,-82.8167
Pellston,MI,45.5519,-84.783
Pentwater,MI,43.7793,-86.4303
Perrinton,MI,43.1807,-84.6793
Perry,MI,42.8195,-84.232
Petersburg,MI,41.8993,-83.7136
Petoskey,MI,45.365,-84.9887
Pewamo,MI,43.002,-84.8473
Pierson,MI,43.3196,-85.4975
Pigeon,MI,43.8295,-83.2702
Pilgrim,MI,44.6645,-86.2498
Pinckney,MI,42.4543,-83.9457
Pinconning,MI,43.8573,-83.9638
Plainwell,MI,42.4457,-85.6435
Pleasant Ridge,MI,42.4715,-83.1443
Plymouth,MI,42.3718,-83.468
Ponshewaing,MI,45.4208,-84.806
Pontiac,MI,42.6493,-83.2878
Port Austin,MI,44.0431,-82.9945
Port Hope,MI,43.9395,-82.7149
Port Huron,MI,42.9822,-82.4387
Port Sanilac,MI,43.4277,-82.5446
Portage,MI,42.2,-85.5906
Portland,MI,42.8696,-84.899
Posen,MI,45.2623,-83.6989
Potterville,MI,42.6299,-84.7433
Powers,MI,45.688,-87.5265
Prescott,MI,44.1916,-83.9323
Presque Isle Harbor,MI,45.3227,-83.4849
Prudenville,MI,44.3015,-84.6652
Quincy,MI,41.9432,-84.8844
Quinnesec,MI,45.803,-87.9958
Rapid City,MI,44.8366,-85.2871
Ravenna,MI,43.1889,-85.9416
Reading,MI,41.8396,-84.7478
Reed City,MI,43.8725,-85.5069
Reese,MI,43.4528,-83.6893
Republic,MI,46.3956,-87.9819
Richland,MI,42.3762,-85.4553
Richmond,MI,42.8094,-82.7518
River Rouge,MI,42.2731,-83.1246
Riverview,MI,42.1728,-83.1935
Robin Glen-Indiantown,MI,43.462,-83.837
Rochester,MI,42.6866,-83.1198
Rochester Hills,MI,42.6645,-83.1563
Rockford,MI,43.1266,-85.5582
Rockwood,MI,42.0705,-83.243
Rogers City,MI,45.415,-83.8181
Romeo,MI,42.8049,-83.0041
Romulus,MI,42.2237,-83.366
Roosevelt Park,MI,43.1981,-86.2733
Roscommon,MI,44.4915,-84.5914
Rose City,MI,44.4209,-84.116
Rosebush,MI,43.6998,-84.7657
Roseville,MI,42.5074,-82.9369
Rothbury,MI,43.52,-86.3588
Royal Oak,MI,42.5084,-83.1539
Saginaw,MI,43.4199,-83.9501
Saline,MI,42.1741,-83.778
Sand Lake,MI,44.3276,-83.6711
Sandusky,MI,43.4212,-82.8333
Sanford,MI,43.6777,-84.3803
Saranac,MI,42.9294,-85.2105
Saugatuck,MI,42.6592,-86.2061
Sault Ste. Marie,MI,46.4817,-84.3723
Schoolcraft,MI,42.117,-85.6337
Scottville,MI,43.9511,-86.2798
Sebewaing,MI,43.7321,-83.4511
Shelby,MI,43.6114,-86.3648
Shepherd,MI,43.5235,-84.6927
Sheridan,MI,43.2086,-85.0739
Sherwood,MI,41.9997,-85.2394
Shields,MI,43.4174,-84.0731
Shoreham,MI,42.0604,-86.5115
Shorewood-Tower Hills-Harbert,MI,41.8817,-86.6142
Skidway Lake,MI,44.1919,-84.0467
Snover,MI,43.4653,-82.9709
South Boardman,MI,44.64,-85.2864
South Gull Lake,MI,42.3901,-85.4008
South Haven,MI,42.4011,-86.2677
South Lyon,MI,42.4614,-83.6526
South Monroe,MI,41.893,-83.4179
South Range,MI,47.0703,-88.6441
South Rockwood,MI,42.0597,-83.2654
Southfield,MI,42.4765,-83.2605
Southgate,MI,42.2047,-83.2057
Sparta,MI,43.1575,-85.7091
Spring Arbor,MI,42.2055,-84.5551
Spring Lake,MI,43.0733,-86.1944
Springfield,MI,42.3246,-85.2371
Springport,MI,42.3783,-84.6965
St. Charles,MI,43.2988,-84.1476
St. Clair,MI,42.8262,-82.493
St. Clair Shores,MI,42.4921,-82.8957
St. Helen,MI,44.3579,-84.4134
St. Ignace,MI,45.8695,-84.7255
St. James,MI,45.7474,-85.5173
St. Johns,MI,43.0005,-84.5555
St. Joseph,MI,42.0967,-86.485
St. Louis,MI,43.4082,-84.6118
Standish,MI,43.9794,-83.9637
Stanton,MI,43.2928,-85.0788
Stanwood,MI,43.5805,-85.4481
Stephenson,MI,45.4137,-87.6091
Sterling,MI,44.0325,-84.0194
Sterling Heights,MI,42.5809,-83.0305
Stevensville,MI,42.0139,-86.5243
Stockbridge,MI,42.4483,-84.1757
Stony Point,MI,41.9448,-83.273
Stronach,MI,44.2131,-86.2731
Sturgis,MI,41.7995,-85.4182
Sunfield,MI,42.7612,-84.9952
Suttons Bay,MI,44.9798,-85.6506
Swartz Creek,MI,42.9626,-83.826
Sylvan Lake,MI,42.6172,-83.3331
Tawas City,MI,44.2679,-83.5244
Taylor,MI,42.226,-83.2688
Tecumseh,MI,42.0065,-83.945
Tekonsha,MI,42.0967,-84.9897
Temperance,MI,41.7653,-83.5755
Thompsonville,MI,44.5205,-85.9388
Three Oaks,MI,41.7987,-86.613
Three Rivers,MI,41.9465,-85.6281
Traverse City,MI,44.7547,-85.6035
Trenton,MI,42.1394,-83.1929
Trowbridge Park,MI,46.5565,-87.4417
Troy,MI,42.5818,-83.1457
Turner,MI,44.1422,-83.7875
Tustin,MI,44.1009,-85.4589
Twin Lake,MI,43.3695,-86.1805
Twining,MI,44.1131,-83.8075
Ubly,MI,43.7082,-82.9356
Union City,MI,42.0662,-85.1432
Unionville,MI,43.6538,-83.4671
Utica,MI,42.629,-83.0218
Vandalia,MI,41.9189,-85.9143
Vanderbilt,MI,45.1435,-84.6639
Vandercook Lake,MI,42.1916,-84.3854
Vassar,MI,43.3719,-83.577
Vermontville,MI,42.6269,-85.0248
Vernon,MI,42.9392,-84.0329
Vicksburg,MI,42.1186,-85.5413
Village of Clarkston,MI,42.7342,-83.4207
Village of Grosse Pointe Shores,MI,42.437,-82.8787
Vineyard Lake,MI,42.0868,-84.2102
Wacousta,MI,42.8202,-84.6907
Wakefield,MI,46.4767,-89.9336
Waldron,MI,41.7242,-84.4188
Walker,MI,42.9853,-85.7446
Walkerville,MI,43.7143,-86.1259
Walled Lake,MI,42.538,-83.4786
Walloon Lake,MI,45.2719,-84.9413
Warren,MI,42.4934,-83.027
Watersmeet,MI,46.2872,-89.1937
Watervliet,MI,42.1883,-86.2576
Waverly,MI,42.7401,-84.6353
Wayland,MI,42.6725,-85.6408
Wayne,MI,42.2774,-83.3877
Webberville,MI,42.6642,-84.1797
Wedgewood,MI,44.1937,-85.4902
Weidman,MI,43.7014,-84.9745
Wellston,MI,44.2179,-85.962
West Branch,MI,44.2736,-84.2362
West Ishpeming,MI,46.4884,-87.717
West Monroe,MI,41.9143,-83.4317
Westland,MI,42.3192,-83.3805
Westphalia,MI,42.9303,-84.798
Westwood,MI,42.303,-85.6286
White Cloud,MI,43.5541,-85.772
White Pigeon,MI,41.7977,-85.6486
White Pine,MI,46.7402,-89.5812
Whitehall,MI,43.4003,-86.3406
Whitmore Lake,MI,42.4235,-83.7524
Whittemore,MI,44.2337,-83.8033
Williamston,MI,42.6835,-84.2836
Wixom,MI,42.5244,-83.5346
Wolf Lake,MI,43.2451,-86.1073
Wolverine,MI,45.2732,-84.6052
Wolverine Lake,MI,42.555,-83.4883
Woodhaven,MI,42.132,-83.2374
Woodland,MI,42.7268,-85.1344
Woodland Beach,MI,41.9418,-83.3141
Wyandotte,MI,42.2113,-83.1558
Wyoming,MI,42.8909,-85.7066
Yale,MI,43.1277,-82.7973
Ypsilanti,MI,42.2437,-83.6205
Zeba,MI,46.7928,-88.4133
Zeeland,MI,42.8139,-86.0129
Zilwaukee,MI,43.4809,-83.9223
Ada,MN,47.2992,-96.5165
Adams,MN,43.5654,-92.719
Adrian,MN,43.6332,-95.933
Afton,MN,44.9042,-92.8174
Aitkin,MN,46.5289,-93.7067
Akeley,MN,47.0005,-94.728
Albany,MN,45.6284,-94.5677
Albert Lea,MN,43.6547,-93.3642
Alberta,MN,45.5749,-96.0505
Albertville,MN,45.2364,-93.6618
Alden,MN,43.6695,-93.5735
Aldrich,MN,46.3747,-94.9394
Alexandria,MN,45.8777,-95.3766
Alpha,MN,43.6381,-94.871
Altura,MN,44.0642,-91.9435
Alvarado,MN,48.1929,-96.9985
Amboy,MN,43.888,-94.1582
Andover,MN,45.2571,-93.3265
Annandale,MN,45.2598,-94.1205
Anoka,MN,45.2099,-93.3893
Apple Valley,MN,44.7457,-93.2006
Appleton,MN,45.1997,-96.0225
Arco,MN,44.3814,-96.1812
Arden Hills,MN,45.0721,-93.167
Argyle,MN,48.3366,-96.8162
Arlington,MN,44.6083,-94.0766
Ashby,MN,46.0931,-95.8157
Askov,MN,46.1886,-92.7824
Atwater,MN,45.1356,-94.7769
Audubon,MN,46.8629,-95.9809
Aurora,MN,47.5312,-92.2399
Austin,MN,43.6718,-92.9783
Avoca,MN,43.949,-95.6465
Avon,MN,45.6101,-94.4619
Babbitt,MN,47.6445,-91.9458
Backus,MN,46.8207,-94.5149
Badger,MN,48.7768,-96.0212
Bagley,MN,47.5239,-95.4041
Baker,MN,46.7105,-96.5579
Balaton,MN,44.2331,-95.8707
Ball Club,MN,47.3311,-93.946
Barnesville,MN,46.6501,-96.4164
Barnum,MN,46.5054,-92.6884
Barrett,MN,45.9124,-95.8943
Barry,MN,45.5582,-96.5604
Battle Lake,MN,46.2848,-95.7187
Baudette,MN,48.7119,-94.5925
Baxter,MN,46.3426,-94.2793
Bayport,MN,45.0152,-92.7789
Beardsley,MN,45.5577,-96.7139
Beaulieu,MN,47.3389,-95.8054
Beaver Bay,MN,47.2561,-91.3061
Beaver Creek,MN,43.6124,-96.3624
Becker,MN,45.3815,-93.8737
Bejou,MN,47.4429,-95.9727
Belgrade,MN,45.4506,-94.9998
Belle Plaine,MN,44.6188,-93.7643
Bellechester,MN,44.371,-92.5113
Bellingham,MN,45.1366,-96.2841
Beltrami,MN,47.5425,-96.527
Belview,MN,44.6065,-95.3287
Bemidji,MN,47.4828,-94.8796
Bena,MN,47.3404,-94.206
Benson,MN,45.3152,-95.6058
Bertha,MN,46.2671,-95.0618
Bethel,MN,45.4022,-93.2711
Big Falls,MN,48.1794,-93.8092
Big Lake,MN,45.3416,-93.7431
Bigelow,MN,43.5053,-95.6892
Bigfork,MN,47.7473,-93.6525
Bingham Lake,MN,43.9096,-95.0461
Birchwood Village,MN,45.0598,-92.9777
Bird Island,MN,44.7648,-94.8949
Biscay,MN,44.8261,-94.274
Biwabik,MN,47.5551,-92.3233
Blackduck,MN,47.7263,-94.5479
Blaine,MN,45.1696,-93.2077
Blomkest,MN,44.9428,-95.0235
Blooming Prairie,MN,43.8683,-93.0552
Bloomington,MN,44.8306,-93.3151
Blue Earth,MN,43.6404,-94.1004
Bluffton,MN,46.4696,-95.2337
Bock,MN,45.7845,-93.5528
Borup,MN,47.1803,-96.5058
Bovey,MN,47.2962,-93.4036
Bowlus,MN,45.8191,-94.4072
Boy River,MN,47.1669,-94.1233
Boyd,MN,44.8512,-95.9008
Braham,MN,45.7223,-93.1717
Brainerd,MN,46.3553,-94.1982
Brandon,MN,45.9663,-95.5945
Breckenridge,MN,46.2662,-96.585
Breezy Point,MN,46.6081,-94.218
Brewster,MN,43.6973,-95.4644
Bricelyn,MN,43.5607,-93.8131
Brook Park,MN,45.9484,-93.0728
Brooklyn Center,MN,45.0681,-93.3162
Brooklyn Park,MN,45.1112,-93.3505
Brooks,MN,47.8165,-96.0036
Brookston,MN,46.8654,-92.6027
Brooten,MN,45.5001,-95.1157
Browerville,MN,46.0807,-94.8646
Browns Valley,MN,45.5947,-96.8327
Brownsdale,MN,43.7401,-92.8675
Brownsville,MN,43.6992,-91.2823
Brownton,MN,44.7326,-94.3508
Bruno,MN,46.281,-92.668
Buckman,MN,45.8973,-94.094
Buffalo,MN,45.1796,-93.8644
Buffalo Lake,MN,44.737,-94.6173
Buhl,MN,47.4994,-92.7692
Burnsville,MN,44.7648,-93.2795
Burtrum,MN,45.8658,-94.6874
Butterfield,MN,43.9586,-94.7938
Byron,MN,44.0379,-92.6411
Caledonia,MN,43.6344,-91.5009
Callaway,MN,46.982,-95.912
Calumet,MN,47.3198,-93.2667
Cambridge,MN,45.5612,-93.2283
Campbell,MN,46.0975,-96.4055
Canby,MN,44.7157,-96.269
Cannon Falls,MN,44.5122,-92.9034
Canton,MN,43.5298,-91.9299
Carlos,MN,45.9741,-95.2925
Carlton,MN,46.6635,-92.407
Carver,MN,44.76,-93.6305
Cass Lake,MN,47.3788,-94.5991
Cedar Mills,MN,44.9431,-94.5196
Center City,MN,45.3941,-92.8141
Centerville,MN,45.164,-93.054
Ceylon,MN,43.5326,-94.6305
Champlin,MN,45.1702,-93.3903
Chandler,MN,43.9306,-95.9512
Chanhassen,MN,44.8544,-93.5621
Chaska,MN,44.8164,-93.6092
Chatfield,MN,43.8445,-92.1829
Chickamaw Beach,MN,46.7452,-94.3844
Chisago City,MN,45.3474,-92.9116
Chisholm,MN,47.4877,-92.8788
Chokio,MN,45.5731,-96.1748
Circle Pines,MN,45.1409,-93.1505
Clara City,MN,44.9583,-95.3672
Claremont,MN,44.0449,-92.9976
Clarissa,MN,46.1284,-94.949
Clarkfield,MN,44.7907,-95.8077
Clarks Grove,MN,43.7618,-93.329
Clear Lake,MN,45.4463,-93.9985
Clearbrook,MN,47.6962,-95.4287
Clearwater,MN,45.4102,-94.0446
Clements,MN,44.3801,-95.0548
Cleveland,MN,44.3236,-93.8353
Climax,MN,47.6095,-96.8122
Clinton,MN,45.4632,-96.4415
Clitherall,MN,46.2745,-95.6309
Clontarf,MN,45.377,-95.677
Cloquet,MN,46.7221,-92.4923
Coates,MN,44.716,-93.0323
Cobden,MN,44.2825,-94.8466
Cohasset,MN,47.2389,-93.6396
Cokato,MN,45.0771,-94.1879
Cold Spring,MN,45.4572,-94.4296
Coleraine,MN,47.2638,-93.4524
Cologne,MN,44.7696,-93.7931
Columbia Heights,MN,45.0484,-93.2472
Columbus,MN,45.2685,-93.081
Comfrey,MN,44.1111,-94.9029
Comstock,MN,46.6596,-96.7466
Conger,MN,43.6153,-93.5282
Cook,MN,47.8414,-92.6888
Coon Rapids,MN,45.1755,-93.3095
Corcoran,MN,45.1089,-93.5837
Correll,MN,45.232,-96.1627
Cosmos,MN,44.9354,-94.6949
Cottage Grove,MN,44.8161,-92.9274
Cottonwood,MN,44.6106,-95.672
Courtland,MN,44.2701,-94.3464
Cromwell,MN,46.6795,-92.873
Crookston,MN,47.7747,-96.6062
Crosby,MN,46.4892,-93.9573
Crosslake,MN,46.6755,-94.0955
Crystal,MN,45.0377,-93.3599
Currie,MN,44.0704,-95.6668
Cuyuna,MN,46.5115,-93.9265
Cyrus,MN,45.6147,-95.7381
Dakota,MN,43.9106,-91.3605
Dalton,MN,46.1739,-95.9156
Danube,MN,44.791,-95.1029
Danvers,MN,45.2814,-95.7559
Darfur,MN,44.0535,-94.8378
Darwin,MN,45.0968,-94.4136
Dassel,MN,45.083,-94.315
Dawson,MN,44.9289,-96.0504
Dayton,MN,45.1906,-93.4758
De Graff,MN,45.2599,-95.4683
Deephaven,MN,44.9318,-93.5293
Deer Creek,MN,46.3909,-95.3218
Deer River,MN,47.3409,-93.7961
Deerwood,MN,46.4729,-93.9
Delano,MN,45.0383,-93.7922
Delavan,MN,43.7677,-94.0174
Delhi,MN,44.5979,-95.2134
Dellwood,MN,45.0986,-92.9672
Denham,MN,46.3617,-92.9415
Dennison,MN,44.4088,-93.0303
Dent,MN,46.553,-95.719
Detroit Lakes,MN,46.806,-95.8449
Dexter,MN,43.7194,-92.7017
Dilworth,MN,46.8795,-96.6986
Dodge Center,MN,44.0289,-92.8507
Donaldson,MN,48.5749,-96.899
Donnelly,MN,45.6895,-96.0143
Doran,MN,46.1852,-96.4858
Dover,MN,43.9699,-92.1341
Dovray,MN,44.0545,-95.5477
Duluth,MN,46.7756,-92.1392
Dumont,MN,45.7174,-96.4231
Dundas,MN,44.4276,-93.2039
Dundee,MN,43.844,-95.4666
Dunnell,MN,43.5604,-94.7751
Eagan,MN,44.8169,-93.1638
Eagle Bend,MN,46.1643,-95.0341
Eagle Lake,MN,44.1616,-93.8846
East Bethel,MN,45.3557,-93.2038
East Grand Forks,MN,47.9284,-97.0138
East Gull Lake,MN,46.3948,-94.3548
Easton,MN,43.7661,-93.9
Ebro,MN,47.4942,-95.5411
Echo,MN,44.6218,-95.4115
Eden Prairie,MN,44.8488,-93.4595
Eden Valley,MN,45.3263,-94.5453
Edgerton,MN,43.8753,-96.1304
Edina,MN,44.8914,-93.3602
Effie,MN,47.8411,-93.6377
Eitzen,MN,43.508,-91.4636
Elba,MN,44.0864,-92.0181
Elbow Lake,MN,45.9905,-95.9776
Elgin,MN,44.1257,-92.247
Elizabeth,MN,46.3798,-96.1309
Elk River,MN,45.3314,-93.567
Elko New Market,MN,44.5667,-93.338
Elkton,MN,43.6602,-92.7065
Ellendale,MN,43.8727,-93.2993
Ellsworth,MN,43.5209,-96.0197
Elmdale,MN,45.834,-94.4942
Elmore,MN,43.5069,-94.0888
Elrosa,MN,45.5629,-94.9472
Ely,MN,47.9054,-91.8517
Elysian,MN,44.2067,-93.6765
Emily,MN,46.7602,-93.9665
Emmons,MN,43.5068,-93.4851
Erhard,MN,46.4836,-96.0965
Erskine,MN,47.6648,-96.0125
Esko,MN,46.71,-92.3721
Evan,MN,44.3549,-94.8361
Evansville,MN,46.0062,-95.6869
Eveleth,MN,47.4637,-92.5443
Excelsior,MN,44.9025,-93.5663
Eyota,MN,43.9883,-92.2321
Fairfax,MN,44.5283,-94.7231
Fairhaven,MN,45.3232,-94.204
Fairmont,MN,43.6441,-94.4621
Falcon Heights,MN,44.9899,-93.177
Faribault,MN,44.2985,-93.2786
Farmington,MN,44.6573,-93.1688
Farwell,MN,45.7524,-95.6189
Federal Dam,MN,47.2407,-94.2192
Felton,MN,47.0749,-96.5058
Fergus Falls,MN,46.2853,-96.076
Fertile,MN,47.5339,-96.2893
Fifty Lakes,MN,46.7618,-94.0898
Finland,MN,47.435,-91.2683
Finlayson,MN,46.2051,-92.9248
Fish Lake,MN,43.8404,-95.0477
Fisher,MN,47.7993,-96.7995
Flensburg,MN,45.948,-94.5301
Floodwood,MN,46.9173,-92.9187
Florence,MN,44.2372,-96.0517
Foley,MN,45.6636,-93.9095
Forada,MN,45.7884,-95.3567
Forest Lake,MN,45.2536,-92.9583
Foreston,MN,45.7321,-93.7095
Fort Ripley,MN,46.169,-94.363
Fosston,MN,47.5855,-95.7579
Fountain,MN,43.7426,-92.1342
Foxhome,MN,46.2769,-96.3122
Franklin,MN,44.531,-94.8851
Frazee,MN,46.7282,-95.7026
Freeborn,MN,43.7659,-93.5645
Freeport,MN,45.6627,-94.6888
Fridley,MN,45.0841,-93.2595
Frontenac,MN,44.5061,-92.3511
Frost,MN,43.5846,-93.9248
Fulda,MN,43.8691,-95.6023
Funkley,MN,47.7869,-94.4267
Garden City,MN,44.0485,-94.1713
Garfield,MN,45.9387,-95.4942
Garrison,MN,46.2992,-93.8262
Garvin,MN,44.2142,-95.7607
Gary,MN,47.3725,-96.2656
Gaylord,MN,44.5555,-94.2123
Gem Lake,MN,45.0579,-93.0405
Geneva,MN,43.8226,-93.2683
Genola,MN,45.9653,-94.1129
Georgetown,MN,47.0784,-96.7959
Ghent,MN,44.5116,-95.8926
Gibbon,MN,44.5333,-94.5242
Gilbert,MN,47.4913,-92.4612
Gilman,MN,45.7353,-93.9483
Glencoe,MN,44.7699,-94.1512
Glenville,MN,43.5738,-93.2817
Glenwood,MN,45.6517,-95.3643
Glyndon,MN,46.8709,-96.5784
Golden Valley,MN,44.9901,-93.3591
Gonvick,MN,47.7391,-95.5125
Good Thunder,MN,44.0067,-94.0703
Goodhue,MN,44.4007,-92.6255
Goodridge,MN,48.1442,-95.8039
Goodview,MN,44.0693,-91.7167
Graceville,MN,45.5686,-96.4372
Granada,MN,43.6933,-94.3495
Grand Marais,MN,47.7586,-90.3443
Grand Meadow,MN,43.7062,-92.5702
Grand Rapids,MN,47.238,-93.5327
Granite Falls,MN,44.8107,-95.5375
Grant,MN,45.0825,-92.909
Grasston,MN,45.7957,-93.1524
Green Isle,MN,44.6804,-94.0052
Greenbush,MN,48.701,-96.1835
Greenfield,MN,45.0997,-93.6884
Greenwald,MN,45.6014,-94.8594
Greenwood,MN,44.9122,-93.555
Grey Eagle,MN,45.8245,-94.749
Grove City,MN,45.148,-94.6815
Grygla,MN,48.2996,-95.624
Gully,MN,47.7684,-95.6229
Hackensack,MN,46.9269,-94.5159
Hadley,MN,43.9987,-95.8575
Hallock,MN,48.7659,-96.9427
Halma,MN,48.66,-96.5972
Halstad,MN,47.3511,-96.8247
Ham Lake,MN,45.2545,-93.2039
Hamburg,MN,44.7327,-93.9644
Hammond,MN,44.2221,-92.3738
Hampton,MN,44.6085,-93.0025
Hancock,MN,45.4977,-95.795
Hanley Falls,MN,44.6917,-95.6194
Hanover,MN,45.158,-93.6631
Hanska,MN,44.1487,-94.4945
Harding,MN,46.1191,-94.0368
Hardwick,MN,43.7742,-96.1975
Harmony,MN,43.554,-92.0075
Harris,MN,45.5976,-92.9869
Hartland,MN,43.8042,-93.4843
Hastings,MN,44.7318,-92.8538
Hatfield,MN,43.9546,-96.1905
Hawley,MN,46.877,-96.318
Hayfield,MN,43.8903,-92.8471
Hayward,MN,43.6499,-93.246
Hazel Run,MN,44.7484,-95.7165
Hector,MN,44.7412,-94.712
Heidelberg,MN,44.4932,-93.6264
Henderson,MN,44.5278,-93.9091
Hendricks,MN,44.5076,-96.4281
Hendrum,MN,47.2641,-96.8104
Henning,MN,46.3233,-95.4424
Henriette,MN,45.8711,-93.12
Herman,MN,45.8105,-96.1414
Hermantown,MN,46.8058,-92.2407
Heron Lake,MN,43.798,-95.3198
Hewitt,MN,46.324,-95.0902
Hibbing,MN,47.3981,-92.9487
Hill City,MN,46.983,-93.5959
Hillman,MN,46.0063,-93.8887
Hills,MN,43.5278,-96.3594
Hilltop,MN,45.0536,-93.2501
Hinckley,MN,46.0122,-92.9256
Hitterdal,MN,46.9778,-96.2584
Hoffman,MN,45.8341,-95.787
Hokah,MN,43.7599,-91.35
Holdingford,MN,45.7298,-94.4717
Holland,MN,44.0896,-96.1944
Hollandale,MN,43.7598,-93.2043
Holloway,MN,45.2441,-95.9112
Holt,MN,48.2929,-96.1945
Homer,MN,44.0084,-91.5601
Hopkins,MN,44.9261,-93.4056
Houston,MN,43.7582,-91.5707
Howard Lake,MN,45.0604,-94.067
Hoyt Lakes,MN,47.5598,-92.1157
Hugo,MN,45.1671,-92.9588
Humboldt,MN,48.9215,-97.0946
Hutchinson,MN,44.8856,-94.3768
Ihlen,MN,43.9122,-96.3709
Independence,MN,45.0219,-93.7077
Inger,MN,47.558,-93.9794
International Falls,MN,48.5884,-93.4083
Inver Grove Heights,MN,44.8247,-93.0596
Iona,MN,43.9149,-95.7857
Iron Junction,MN,47.4189,-92.6087
Ironton,MN,46.4817,-93.9977
Isanti,MN,45.4928,-93.2407
Isle,MN,46.1398,-93.4597
Ivanhoe,MN,44.4651,-96.252
Jackson,MN,43.6288,-94.9886
Janesville,MN,44.1214,-93.7107
Jasper,MN,43.8491,-96.3999
Jeffers,MN,44.0559,-95.1953
Jenkins,MN,46.6527,-94.3299
Johnson,MN,45.5722,-96.294
Jordan,MN,44.6652,-93.6351
Kandiyohi,MN,45.1315,-94.9331
Karlstad,MN,48.578,-96.5169
Kasota,MN,44.2916,-93.9689
Kasson,MN,44.0333,-92.7482
Keewatin,MN,47.4006,-93.0828
Kelliher,MN,47.9438,-94.4446
Kellogg,MN,44.3074,-91.9989
Kennedy,MN,48.6429,-96.9106
Kenneth,MN,43.7543,-96.0725
Kensington,MN,45.7783,-95.697
Kent,MN,46.4376,-96.6834
Kenyon,MN,44.2726,-92.9858
Kerkhoven,MN,45.1922,-95.3199
Kerrick,MN,46.3386,-92.5843
Kettle River,MN,46.4862,-92.8776
Kiester,MN,43.5369,-93.7113
Kilkenny,MN,44.3151,-93.5742
Kimball,MN,45.3143,-94.3008
Kinbrae,MN,43.8265,-95.4823
Kingston,MN,45.1959,-94.3109
Kinney,MN,47.5167,-92.7227
La Crescent,MN,43.8299,-91.3043
La Prairie,MN,47.2302,-93.4913
La Salle,MN,44.0711,-94.5713
Lafayette,MN,44.4471,-94.3927
Lake Benton,MN,44.2644,-96.2918
Lake Bronson,MN,48.7322,-96.664
Lake City,MN,44.4453,-92.2796
Lake Crystal,MN,44.1054,-94.2188
Lake Elmo,MN,44.9944,-92.9031
Lake George,MN,47.1881,-94.9801
Lake Henry,MN,45.4619,-94.7965
