Aetna Estates,CO,39.7382,-104.6734
Affton,MO,38.5499,-90.3264
Afton,IA,41.0276,-94.1954
Afton,MN,44.9042,-92.8174
Afton,OK,36.6965,-94.9579
Afton,WY,42.7271,-110.9315
Agar,SD,44.8398,-100.0734
Agawam,MA,42.0657,-72.6526
Agency,IA,40.9975,-92.3072
Agency,MO,39.6698,-94.7587
Agency Village,SD,45.5808,-97.0831
Agenda,KS,39.7066,-97.4322
Ages,KY,36.8569,-83.2426
Agoura Hills,CA,34.151,-118.7608
Agra,KS,39.7613,-99.1194
Agra,OK,35.895,-96.8702
Agua Dulce,CA,34.5044,-118.316
Agua Dulce,TX,31.6549,-106.1369
Agua Fria,NM,35.6615,-106.0149
Aguada,PR,18.3804,-67.1884
Aguadilla,PR,18.4382,-67.1536
Aguanga,CA,33.4522,-116.8555
Aguas Buenas,PR,18.2573,-66.1062
Aguas Claras,PR,18.2447,-65.6662
Aguila,AZ,33.9376,-113.1665
Aguilar,CO,37.4036,-104.655
Aguilita,PR,18.0284,-66.5331
Ahmeek,MI,47.2984,-88.3972
Ahoskie,NC,36.2843,-76.9898
Ahtanum,WA,46.5583,-120.611
Ahuimanu,HI,21.4379,-157.8404
Ahwahnee,CA,37.3652,-119.7194
Aibonito,PR,18.1398,-66.2659
Aiea,HI,21.3865,-157.9232
Aiken,SC,33.531,-81.7268
Ailey,GA,32.1882,-82.5699
Ainaloa,HI,19.5214,-154.9944
Ainsworth,IA,41.29,-91.5545
Ainsworth,NE,42.5485,-99.8574
Air Force Academy,CO,38.9942,-104.8639
Airmont,NY,41.0992,-74.099
Airport,CA,37.6324,-120.9774
Airport Drive,MO,37.1406,-94.5162
Airport Heights,TX,26.4087,-98.8366
Airport Road Addition,TX,27.219,-98.0981
Airway Heights,WA,47.646,-117.5792
Aitkin,MN,46.5289,-93.7067
Ajo,AZ,32.3923,-112.8839
Ak-Chin Village,AZ,33.0197,-112.0808
Akaska,SD,45.3309,-100.1207
Akeley,MN,47.0005,-94.728
Akhiok,AK,56.945,-154.2151
Akiachak,AK,60.9209,-161.402
Akiak,AK,60.9061,-161.2122
Akins,OK,35.5043,-94.67
Akron,AL,32.8785,-87.7429
Akron,CO,40.1635,-103.2202
Akron,IA,42.8268,-96.5571
Akron,IN,41.0388,-86.0249
Akron,MI,43.5667,-83.5143
Akron,NY,43.0179,-78.4978
Akron,OH,41.0798,-81.5219
Akron,PA,40.158,-76.2031
Akutan,AK,54.1594,-165.7328
Alabaster,AL,33.2198,-86.8225
Alachua,FL,29.7778,-82.4831
Alafaya,FL,28.5278,-81.1865
Alakanuk,AK,62.6902,-164.6305
Alamance,NC,36.0285,-79.4891
Alameda,CA,37.767,-122.2672
Alamillo,NM,34.2519,-106.9158
Alamo,CA,37.8546,-122.013
Alamo,GA,32.1469,-82.7798
Alamo,IN,39.9834,-87.0552
Alamo,ND,48.5825,-103.4677
Alamo,NM,34.4184,-107.5125
Alamo,NV,37.3648,-115.163
Alamo,TN,35.783,-89.1168
Alamo,TX,26.1811,-98.1177
Alamo Heights,TX,29.4828,-98.4682
Alamo Lake,AZ,34.2588,-113.5079
Alamogordo,NM,32.8837,-105.9624
Alamosa,CO,37.4751,-105.8769
Alamosa East,CO,37.4767,-105.8397
Alanson,MI,45.4425,-84.7871
Alapaha,GA,31.3832,-83.2237
Alatna,AK,66.5638,-152.8385
Alba,MI,44.9786,-84.9695
Alba,MO,37.2372,-94.4175
Alba,PA,41.7059,-76.8277
Alba,TX,32.7906,-95.6343
Albany,CA,37.8898,-122.3018
Albany,GA,31.5776,-84.1762
Albany,IL,41.7861,-90.2164
Albany,IN,40.3056,-85.2331
Albany,KY,36.6906,-85.1353
Albany,LA,30.4996,-90.584
Albany,MN,45.6284,-94.5677
Albany,MO,40.2479,-94.3335
Albany,NY,42.6664,-73.7987
Albany,OH,39.2245,-82.1977
Albany,OK,33.8769,-96.16
Albany,OR,44.6274,-123.0966
Albany,TX,32.7272,-99.2956
Albany,WI,42.7069,-89.4367
Albany,WY,41.1868,-106.1255
Albee,SD,45.0513,-96.5535
Albemarle,NC,35.3594,-80.1915
Albers,IL,38.5452,-89.6142
Albert,KS,38.454,-99.0112
Albert City,IA,42.7816,-94.9491
Albert Lea,MN,43.6547,-93.3642
Alberta,MN,45.5749,-96.0505
Alberta,VA,36.8552,-77.8937
Alberton,MT,47.0037,-114.4817
Albertson,NY,40.7715,-73.6482
Albertville,AL,34.2634,-86.2107
Albertville,MN,45.2364,-93.6618
Albia,IA,41.0272,-92.8039
Albin,WY,41.4174,-104.1019
Albion,CA,39.2256,-123.7564
Albion,IA,42.1125,-92.9887
Albion,ID,42.4099,-113.5806
Albion,IL,38.3767,-88.0579
Albion,IN,41.3966,-85.4187
Albion,MI,42.2478,-84.7572
Albion,NE,41.6872,-97.9987
Albion,NY,43.246,-78.1902
Albion,OK,34.6623,-95.0992
Albion,PA,41.8904,-80.3641
Albion,WA,46.7916,-117.2511
Albright,WV,39.4937,-79.6399
Albrightsville,PA,41.0117,-75.6068
Albuquerque,NM,35.1053,-106.6464
Alburnett,IA,42.1492,-91.621
Alburtis,PA,40.509,-75.6001
Alcalde,NM,36.0854,-106.0575
Alcan Border,AK,62.6727,-141.1321
Alcester,SD,43.0231,-96.6279
Alcoa,TN,35.8073,-83.9752
Alcolu,SC,33.7547,-80.2221
Alcorn State University,MS,31.8804,-91.1407
Alda,NE,40.8666,-98.4679
Aldan,PA,39.9224,-75.2881
Alden,IA,42.5114,-93.38
Alden,KS,38.2438,-98.3117
Alden,MI,44.8792,-85.273
Alden,MN,43.6695,-93.5735
Alder,MT,45.3216,-112.1093
Alder,WA,46.7872,-122.2666
Alderpoint,CA,40.1614,-123.6157
Alderson,OK,34.9008,-95.69
Alderson,WV,37.7277,-80.6436
Alderton,WA,47.1718,-122.2192
Alderwood Manor,WA,47.8147,-122.2672
Aldine,TX,29.9122,-95.3785
Aldora,GA,33.0509,-84.1759
Aldrich,MN,46.3747,-94.9394
Aldrich,MO,37.5489,-93.5512
Aledo,IL,41.1984,-90.7459
Aledo,TX,32.6973,-97.607
Aleknagik,AK,59.2946,-158.6896
Aleneva,AK,58.059,-152.9091
Alex,OK,34.9227,-97.7763
Alexander,AR,34.6185,-92.4512
Alexander,IA,42.8044,-93.4786
Alexander,KS,38.4694,-99.5529
Alexander,ND,47.8393,-103.6426
Alexander City,AL,32.9242,-85.9361
Alexandria,AL,33.7675,-85.8792
Alexandria,IN,40.2584,-85.676
Alexandria,KY,38.9621,-84.386
Alexandria,LA,31.2923,-92.4702
Alexandria,MN,45.8777,-95.3766
Alexandria,MO,40.3598,-91.4595
Alexandria,NE,40.2475,-97.3877
Alexandria,OH,40.0901,-82.612
Alexandria,PA,40.5582,-78.0994
Alexandria,SD,43.654,-97.7799
Alexandria,TN,36.0791,-86.0381
Alexandria,VA,38.8185,-77.0861
Alexandria Bay,NY,44.34,-75.9161
Alexis,IL,41.063,-90.5555
Alfarata,PA,40.6619,-77.4559
Alford,FL,30.6967,-85.3952
Alfordsville,IN,38.5608,-86.9482
Alger,OH,40.7096,-83.8441
Alger,WA,48.6176,-122.3369
Algodones,NM,35.3802,-106.4731
Algoma,MS,34.1788,-89.0336
Algoma,WI,44.6057,-87.4465
Algona,IA,43.0743,-94.2302
Algona,WA,47.2819,-122.2504
Algonac,MI,42.6208,-82.534
Algonquin,IL,42.1629,-88.3159
Algonquin,MD,38.5839,-76.0978
Algood,TN,36.1999,-85.4467
Alhambra,CA,34.084,-118.1355
Alhambra,IL,38.8878,-89.7361
Alhambra Valley,CA,37.9665,-122.132
Ali Chuk,AZ,31.8169,-112.5584
Ali Chukson,AZ,31.9115,-111.8016
Ali Molina,AZ,31.9025,-111.7805
Alianza,PR,18.4533,-66.8556
Alice,ND,46.76,-97.5562
Alice,TX,27.7556,-98.0653
Alice Acres,TX,27.7119,-98.108
Aliceville,AL,33.1237,-88.1594
Alicia,AR,35.8929,-91.0835
Aline,OK,36.5096,-98.4486
Aliquippa,PA,40.6155,-80.2547
Aliso Viejo,CA,33.5792,-117.7289
Allakaket,AK,66.5506,-152.627
Allardt,TN,36.3811,-84.8814
Allegan,MI,42.5299,-85.8462
Alleghany,CA,39.4666,-120.841
Alleghenyville,PA,40.2327,-75.9762
Alleman,IA,41.8158,-93.6094
Allen,KS,38.6552,-96.1696
Allen,KY,37.6119,-82.7292
Allen,MD,38.2886,-75.6904
Allen,MI,41.9584,-84.7673
Allen,NE,42.4144,-96.8432
Allen,OK,34.8774,-96.413
Allen,SD,43.2792,-101.9265
Allen,TX,33.1088,-96.6735
Allen Park,MI,42.2595,-83.2107
Allendale,CA,38.4426,-121.9814
Allendale,IL,38.5276,-87.7102
Allendale,MI,42.9851,-85.9509
Allendale,MO,40.4853,-94.2887
Allendale,NJ,41.0333,-74.1333
Allendale,SC,33.008,-81.3092
Allenhurst,GA,31.7839,-81.6078
Allenhurst,NJ,40.2362,-74.0017
Allenport,PA,40.3686,-77.8707
Allenspark,CO,40.2099,-105.5112
Allensville,KY,36.7163,-87.0683
Allensville,PA,40.5331,-77.8141
Allensworth,CA,35.8498,-119.3893
Allenton,WI,43.4204,-88.3443
Allentown,FL,30.7744,-87.0822
Allentown,GA,32.5855,-83.2273
Allentown,NJ,40.1777,-74.5873
Allentown,PA,40.5961,-75.4756
Allenville,IL,39.5585,-88.5383
Allenville,MO,37.2217,-89.7555
Allenwood,NJ,40.1384,-74.1032
Allenwood,PA,41.1081,-76.8981
Allerton,IA,40.7077,-93.3689
Allerton,IL,39.9161,-87.9353
Allgood,AL,33.9064,-86.5178
Alliance,NC,35.1435,-76.8084
Alliance,NE,42.1025,-102.8766
Alliance,OH,40.9107,-81.1189
Alligator,MS,34.0899,-90.7205
Allison,IA,42.752,-92.7957
Allison,PA,39.9853,-79.8732
Allison Park,PA,40.573,-79.9603
Allisonia,VA,36.9342,-80.7255
Allouez,WI,44.4721,-88.0261
Allport,AR,34.5399,-91.784
Allport,PA,40.966,-78.2065
Allyn,WA,47.3863,-122.8386
Alma,AR,35.4919,-94.2165
Alma,CO,39.2861,-106.0676
Alma,GA,31.5432,-82.4745
Alma,IL,38.723,-88.9117
Alma,KS,39.0151,-96.2873
Alma,MI,43.38,-84.6556
Alma,MO,39.0964,-93.5478
Alma,NE,40.1036,-99.3656
Alma,TX,32.2813,-96.5506
Alma,WI,44.3371,-91.9223
Alma Center,WI,44.437,-90.9128
Almedia,PA,41.0144,-76.385
Almena,KS,39.8912,-99.7097
Almena,WI,45.4149,-92.0384
Almira,WA,47.7107,-118.9368
Almond,WI,44.2607,-89.4087
Almont,MI,42.9208,-83.0435
Almont,ND,46.7283,-101.5027
Almyra,AR,34.4057,-91.4108
Aloha,OR,45.492,-122.8726
Alondra Park,CA,33.8885,-118.335
Alorton,IL,38.585,-90.1139
Alpaugh,CA,35.8876,-119.4873
Alpena,AR,36.2896,-93.3037
Alpena,MI,45.074,-83.4399
Alpena,SD,44.183,-98.3683
Alpha,IL,41.1917,-90.3802
Alpha,MI,46.044,-88.3776
Alpha,MN,43.6381,-94.871
Alpha,NJ,40.6598,-75.1571
Alpharetta,GA,34.0704,-84.2739
Alpine,AZ,33.846,-109.1431
Alpine,CA,32.8439,-116.7585
Alpine,CO,37.6877,-106.586
Alpine,NJ,40.9615,-73.9199
Alpine,OR,44.3307,-123.3625
Alpine,TX,30.364,-103.665
Alpine,UT,40.4629,-111.7724
Alpine,WY,43.1631,-111.0196
Alpine Northwest,WY,43.1816,-111.0344
Alpine Village,CA,38.7856,-119.8009
Alsace Manor,PA,40.3973,-75.8547
Alsea,OR,44.3818,-123.5958
Alsen,ND,48.6303,-98.7048
Alsey,IL,39.5593,-90.4329
Alsip,IL,41.6701,-87.7368
Alston,GA,32.081,-82.4789
Alta,CA,39.2138,-120.8033
Alta,IA,42.6717,-95.3045
Alta,UT,40.5818,-111.6229
Alta,WY,43.7737,-111.0312
Alta Sierra,CA,39.1237,-121.0523
Alta Vista,IA,43.1967,-92.417
Alta Vista,KS,38.8628,-96.4889
Altadena,CA,34.1928,-118.1345
Altamahaw,NC,36.1868,-79.5051
Altamont,IL,39.057,-88.7474
Altamont,KS,37.1876,-95.2897
Altamont,MO,39.8885,-94.0867
Altamont,NY,42.7055,-74.034
Altamont,OR,42.1981,-121.7249
Altamont,PA,40.785,-76.217
Altamont,SD,44.8408,-96.6901
Altamont,TN,35.4325,-85.7433
Altamont,UT,40.359,-110.288
Altamonte Springs,FL,28.6615,-81.3953
Altavista,VA,37.1232,-79.2858
Altenburg,MO,37.6304,-89.586
Altha,FL,30.5722,-85.1264
Altheimer,AR,34.3242,-91.8481
Altmar,NY,43.511,-76.0037
Alto,CA,37.9056,-122.5186
Alto,GA,34.4649,-83.5727
Alto,TX,31.6509,-95.0708
Alto Bonito Heights,TX,26.3158,-98.6413
Alto Pass,IL,37.5737,-89.3192
Alton,IA,42.9876,-96.0095
Alton,IL,38.9034,-90.1523
Alton,IN,38.1211,-86.4195
Alton,KS,39.4678,-98.9486
Alton,MO,36.6901,-91.3947
Alton,TX,26.2884,-98.3098
Alton,UT,37.4303,-112.5061
Altona,CO,40.1254,-105.2923
Altona,IL,41.115,-90.1648
Altona,IN,41.3522,-85.1526
Altoona,AL,34.031,-86.3181
Altoona,FL,28.9681,-81.6482
Altoona,IA,41.6481,-93.4784
Altoona,KS,37.525,-95.6614
Altoona,PA,40.5082,-78.4007
Altoona,WA,46.2699,-123.6144
Altoona,WI,44.8029,-91.4385
Altura,MN,44.0642,-91.9435
Alturas,CA,41.4898,-120.5516
Alturas,FL,27.8419,-81.6952
Altus,AR,35.4465,-93.7643
Altus,OK,34.6566,-99.3051
Alum Creek,WV,38.2876,-81.833
Alum Rock,CA,37.3695,-121.8241
Alva,FL,26.7188,-81.6269
Alva,OK,36.7892,-98.6648
Alvan,IL,40.307,-87.6069
Alvarado,MN,48.1929,-96.9985
Alvarado,TX,32.4068,-97.2149
Alvin,TX,29.3871,-95.2933
Alvo,NE,40.8723,-96.3867
Alvord,IA,43.3418,-96.3026
Alvord,TX,33.3569,-97.696
Alvordton,OH,41.6646,-84.4347
Alzada,MT,45.0206,-104.4129
Ama,LA,29.944,-90.2967
Amado,AZ,31.6968,-111.0583
Amador City,CA,38.419,-120.8232
Amagansett,NY,40.9844,-72.1326
Amagon,AR,35.5632,-91.1094
Amalga,UT,41.8565,-111.8974
Amana,IA,41.8025,-91.8741
Amanda,OH,39.6501,-82.7422
Amanda Park,WA,47.4532,-123.9194
Amargosa,TX,27.8916,-98.1086
Amarillo,TX,35.1988,-101.8311
Amasa,MI,46.2295,-88.4579
Amaya,TX,28.7121,-99.8353
Amazonia,MO,39.8888,-94.8926
Amber,OK,35.1602,-97.882
Amberg,WI,45.5062,-87.9874
Amberley,OH,39.2035,-84.4283
Ambia,IN,40.4894,-87.5165
Ambler,AK,67.0897,-157.8725
Ambler,PA,40.1564,-75.2215
Amboy,IL,41.7288,-89.3686
Amboy,IN,40.6017,-85.9271
Amboy,MN,43.888,-94.1582
Amboy,WA,45.9122,-122.4796
Ambridge,PA,40.5922,-80.2265
Ambrose,GA,31.5944,-83.0137
Ambrose,ND,48.9559,-103.4813
Amelia,LA,29.6645,-91.1072
Amelia,OH,39.0229,-84.2184
Amelia Court House,VA,37.3366,-77.9882
Amenia,ND,47.0065,-97.2241
American Canyon,CA,38.1796,-122.2583
American Falls,ID,42.7828,-112.8541
American Fork,UT,40.3792,-111.7952
Americus,GA,32.0736,-84.2249
Americus,IN,40.5254,-86.7476
Americus,KS,38.5066,-96.2616
Amery,WI,45.3045,-92.3635
Ames,IA,42.0259,-93.6215
Ames,NE,41.449,-96.6263
Ames,NY,42.8373,-74.6016
Ames,OK,36.2471,-98.1867
Ames,TX,30.0451,-94.7373
Ames Lake,WA,47.6346,-121.9664
Amesbury,MA,42.853,-70.9446
Amesti,CA,36.9583,-121.7805
Amesville,OH,39.4016,-81.9549
Amherst,CO,40.6831,-102.1727
Amherst,MA,42.3645,-72.5069
Amherst,NE,40.8385,-99.2694
Amherst,OH,41.4022,-82.2303
Amherst,TX,34.012,-102.4148
Amherst,VA,37.5816,-79.0509
Amherst,WI,44.4475,-89.2832
Amherst Center,MA,42.3757,-72.5188
Amherst Junction,WI,44.4687,-89.3167
Amherstdale,WV,37.7799,-81.8183
Amidon,ND,46.4823,-103.3194
Amistad,TX,29.5245,-101.153
Amite City,LA,30.7323,-90.5133
Amity,AR,34.2662,-93.4634
Amity,MO,39.8683,-94.4354
Amity,OR,45.1155,-123.2034
Amity Gardens,PA,40.2719,-75.7321
Amityville,NY,40.6696,-73.4156
Ammon,ID,43.4746,-111.9569
Amo,IN,39.6889,-86.6127
Amoret,MO,38.2549,-94.5873
Amorita,OK,36.924,-98.2936
Amory,MS,33.9813,-88.4823
Amsterdam,MO,38.3495,-94.589
Amsterdam,MT,45.7462,-111.3301
Amsterdam,NY,42.942,-74.1907
Amsterdam,OH,40.4717,-80.9217
Anacoco,LA,31.2545,-93.344
Anaconda,MT,46.0607,-113.0679
Anacortes,WA,48.4878,-122.6292
Anacua,TX,26.3856,-98.9191
Anadarko,OK,35.0652,-98.2441
Anaheim,CA,33.839,-117.8572
Anahola,HI,22.1455,-159.3151
Anahuac,TX,29.7649,-94.6787
Anaktuvuk Pass,AK,68.15,-151.7162
Anamoose,ND,47.8827,-100.242
Anamosa,IA,42.1091,-91.2758
Anasco,PR,18.286,-67.1411
Anawalt,WV,37.3364,-81.4406
Anchor,IL,40.5681,-88.5385
Anchor Bay,CA,38.8126,-123.5704
Anchor Point,AK,59.7703,-151.7052
Anchorage,AK,61.1508,-149.1091
Anchorage,KY,38.2689,-85.5363
Ancient Oaks,PA,40.536,-75.5852
Andale,KS,37.7914,-97.6273
Andalusia,AL,31.3101,-86.4781
Andalusia,IL,41.4374,-90.7165
Anderson,AK,64.3074,-149.1562
Anderson,AL,34.9147,-87.2716
Anderson,CA,40.4497,-122.295
Anderson,IA,40.7983,-95.6086
Anderson,IN,40.0891,-85.6893
Anderson,MO,36.6533,-94.4442
Anderson,NJ,40.7617,-74.9301
Anderson,SC,34.5211,-82.6479
Anderson,SD,43.5208,-96.6132
Anderson,TX,30.4871,-95.9899
Anderson Island,WA,47.1579,-122.7041
Andersonville,GA,32.1966,-84.1455
Andersonville,OH,39.4338,-83.019
Andersonville,TN,36.197,-84.033
Andover,IA,41.9799,-90.2529
Andover,IL,41.2949,-90.2907
Andover,KS,37.6869,-97.1354
Andover,MN,45.2571,-93.3265
Andover,OH,41.6066,-80.5687
Andover,SD,45.4102,-97.9037
Andrew,IA,42.1533,-90.5921
Andrews,FL,29.5496,-82.8884
Andrews,IN,40.8604,-85.6023
Andrews,NC,35.1994,-83.8258
Andrews,SC,33.4494,-79.566
Andrews,TX,32.3208,-102.552
Andrews AFB,MD,38.8053,-76.8744
Anegam,AZ,32.3742,-112.035
Aneta,ND,47.6795,-97.9897
Aneth,UT,37.2051,-109.1623
Angel Fire,NM,36.3821,-105.2718
Angelica,WI,44.675,-88.3215
Angels,CA,38.0707,-120.5501
Angie,LA,30.9633,-89.8177
Angier,NC,35.512,-78.7405
Angleton,TX,29.1718,-95.4291
Angola,IN,41.6433,-85.0051
Angola,NY,42.6379,-79.0295
Angola on the Lake,NY,42.655,-79.0523
Angoon,AK,57.455,-134.4978
Anguilla,MS,32.9719,-90.8284
Angus,TX,31.9976,-96.427
Angwin,CA,38.5776,-122.4513
Aniak,AK,61.5817,-159.5451
Animas,NM,31.9449,-108.8065
Animas,PR,18.4457,-66.6365
Anita,IA,41.4438,-94.7658
Aniwa,WI,45.0117,-89.2089
Ankeny,IA,41.7285,-93.6033
Anmoore,WV,39.2611,-80.2862
Ann Arbor,MI,42.2755,-83.7312
Anna,IL,37.4612,-89.2388
Anna,OH,40.3958,-84.176
Anna,TX,33.347,-96.5503
Anna Maria,FL,27.5297,-82.7339
Annabella,UT,38.7059,-112.0586
Annada,MO,39.2621,-90.8287
Annandale,MN,45.2598,-94.1205
Annandale,NJ,40.6468,-74.8881
Annandale,VA,38.8324,-77.196
Annapolis,IL,39.1452,-87.8154
Annapolis,MD,38.9706,-76.5047
Annapolis,MO,37.3605,-90.6975
Annapolis Neck,MD,38.9408,-76.4997
Annawan,IL,41.3958,-89.8881
Annetta,TX,32.6938,-97.6581
Annetta North,TX,32.7193,-97.6723
Annetta South,TX,32.6742,-97.6481
Annex,OR,44.2346,-116.9922
Anniston,AL,33.6712,-85.8136
Anniston,MO,36.8243,-89.3267
Annona,TX,33.5818,-94.913
Annville,KY,37.3255,-83.9622
Anoka,MN,45.2099,-93.3893
Anoka,NE,42.946,-98.8285
Anon Raices,PR,18.1392,-66.5866
Anselmo,NE,41.6186,-99.8645
Ansley,NE,41.2863,-99.3825
Anson,TX,32.755,-99.8962
Ansonia,CT,41.3443,-73.0689
Ansonia,OH,40.2141,-84.6344
Ansonville,NC,35.1041,-80.1097
Ansted,WV,38.1357,-81.1037
Antares,AZ,35.4229,-113.8083
Antelope,CA,38.7153,-121.361
Antelope,MT,48.6897,-104.454
Antelope,OR,44.9113,-120.7236
Antelope,SD,43.3087,-100.6307
Anthem,AZ,33.856,-112.1168
Anthon,IA,42.3881,-95.8657
Anthony,KS,37.1573,-98.0408
Anthony,NM,32.0132,-106.5984
Anthony,TX,31.9876,-106.5933
Anthonyville,AR,35.0398,-90.3403
Anthoston,KY,37.7553,-87.5327
Antietam,MD,39.4151,-77.7364
Antigo,WI,45.1413,-89.1556
Antimony,UT,38.103,-111.9823
Antioch,CA,37.9789,-121.7958
Antioch,IL,42.4742,-88.0721
Antioch,OH,39.6608,-81.0668
Antler,ND,48.9713,-101.2832
Antlers,OK,34.2325,-95.6214
Antoine,AR,34.0343,-93.4226
Anton,TX,33.8113,-102.1622
Anton Chico,NM,35.1948,-105.1439
Anton Ruiz,PR,18.1883,-65.8079
Antonito,CO,37.0763,-106.0104
Antreville,SC,34.2971,-82.5541
Antwerp,OH,41.1798,-84.7377
Anvik,AK,62.6541,-160.214
Anza,CA,33.5679,-116.6967
Anzac Village,NM,35.0613,-107.7456
Apache,OK,34.8938,-98.3581
Apache Creek,NM,33.8486,-108.6141
Apache Junction,AZ,33.3985,-111.5351
Apalachicola,FL,29.7282,-84.994
Apalachin,NY,42.0705,-76.1626
Apex,NC,35.7239,-78.8728
Apison,TN,35.0105,-85.0089
Aplington,IA,42.5819,-92.8835
Apollo,PA,40.5849,-79.5648
Apollo Beach,FL,27.7618,-82.4002
Apopka,FL,28.7014,-81.5304
Appalachia,VA,36.9098,-82.7882
Apple Canyon Lake,IL,42.4302,-90.1642
Apple Creek,OH,40.7486,-81.8333
Apple Grove,WV,38.6663,-82.1706
Apple Mountain Lake,VA,38.9231,-78.1033
Apple River,IL,42.5022,-90.0937
Apple Valley,CA,34.5328,-117.2104
Apple Valley,MN,44.7457,-93.2006
Apple Valley,OH,40.4389,-82.3481
Apple Valley,UT,37.081,-113.1034
Appleby,TX,31.717,-94.6078
Applegate,MI,43.3554,-82.6371
Appleton,MN,45.1997,-96.0225
Appleton,WI,44.2779,-88.3891
Appleton City,MO,38.1906,-94.031
Applewold,PA,40.8084,-79.5221
Applewood,CO,39.7524,-105.1605
Appling,GA,33.5588,-82.3183
Appomattox,VA,37.3591,-78.8269
